"032306";"TRANSFERENCIAS AL SECTOR PUBLICO - EMPRESAS PUBLICAS NO FINANCIERAS";"033406";"TRANSFERENCIAS AL SECTOR PUBLICO - EMPRESAS PUBLICAS NO FINANCIERAS";"035206";"TRANSFERENCIAS AL SECTOR PUBLICO - EMPRESAS PUBLICAS NO FINANCIERAS";"036206";"TRANSFERENCIAS AL SECTOR PUBLICO - EMPRESAS PUBLICAS NO FINANCIERAS";"037206";"TRANSFERENCIAS AL SECTOR PUBLICO - EMPRESAS PUBLICAS NO FINANCIERAS";"037803";"TRANSFERENCIAS CORRIENTES"
"032307";"TRANSFERENCIAS AL SECTOR PUBLICO - OTRAS ENTIDADES DESCENTRALIZADAS DEL ORDEN TERRITORIAL";"033407";"TRANSFERENCIAS AL SECTOR PUBLICO - OTRAS ENTIDADES DESCENTRALIZADAS DEL ORDEN TERRITORIAL";"035207";"TRANSFERENCIAS AL SECTOR PUBLICO - OTRAS ENTIDADES DESCENTRALIZADAS DEL ORDEN TERRITORIAL";"036207";"TRANSFERENCIAS AL SECTOR PUBLICO - OTRAS ENTIDADES DESCENTRALIZADAS DEL ORDEN TERRITORIAL";"037207";"TRANSFERENCIAS AL SECTOR PUBLICO - OTRAS ENTIDADES DESCENTRALIZADAS DEL ORDEN TERRITORIAL";"037803";"TRANSFERENCIAS CORRIENTES"
"032308";"TRANSFERENCIAS AL EXTERIOR - ORGANISMOS INTERNACIONALES";"033408";"TRANSFERENCIAS AL EXTERIOR - ORGANISMOS INTERNACIONALES";"035208";"TRANSFERENCIAS AL EXTERIOR - ORGANISMOS INTERNACIONALES";"036208";"TRANSFERENCIAS AL EXTERIOR - ORGANISMOS INTERNACIONALES";"037208";"TRANSFERENCIAS AL EXTERIOR - ORGANISMOS INTERNACIONALES";"037803";"TRANSFERENCIAS CORRIENTES"
"032309";"TRANSFERENCIAS A EXTERIOR - OTRAS";"033409";"TRANSFERENCIAS A EXTERIOR - OTRAS";"035209";"TRANSFERENCIAS A EXTERIOR - OTRAS";"036209";"TRANSFERENCIAS A EXTERIOR - OTRAS";"037209";"TRANSFERENCIAS A EXTERIOR - OTRAS";"037803";"TRANSFERENCIAS CORRIENTES"
"032310";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - PENSIONES Y JUBILACIONES";"033410";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - PENSIONES Y JUBILACIONES";"035210";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - PENSIONES Y JUBILACIONES";"036210";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - PENSIONES Y JUBILACIONES";"037210";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - PENSIONES Y JUBILACIONES";"037803";"TRANSFERENCIAS CORRIENTES"
"032311";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - CESANTIAS";"033411";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - CESANTIAS";"035211";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - CESANTIAS";"036211";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - CESANTIAS";"037211";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - CESANTIAS";"037803";"TRANSFERENCIAS CORRIENTES"
"032312";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - OTRAS";"033412";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - OTRAS";"035212";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - OTRAS";"036212";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - OTRAS";"037212";"TRANSFERENCIAS DE PREVISION Y SEGURIDAD SOCIAL - OTRAS";"037803";"TRANSFERENCIAS CORRIENTES"
"032317";"TRANSFERENCIAS CAFETERAS";"033417";"TRANSFERENCIAS CAFETERAS";"035217";"TRANSFERENCIAS CAFETERAS";"036217";"TRANSFERENCIAS CAFETERAS";"037217";"TRANSFERENCIAS CAFETERAS";"037803";"TRANSFERENCIAS CORRIENTES"
"032318";"TRANSFERENCIAS SOBRETASA AMBIENTAL";"033418";"TRANSFERENCIAS SOBRETASA AMBIENTAL";"035218";"TRANSFERENCIAS SOBRETASA AMBIENTAL";"036218";"TRANSFERENCIAS SOBRETASA AMBIENTAL";"037218";"TRANSFERENCIAS SOBRETASA AMBIENTAL";"037803";"TRANSFERENCIAS CORRIENTES"
"032319";"TRANSFERENCIAS AL FONPET";"033419";"TRANSFERENCIAS AL FONPET";"035219";"TRANSFERENCIAS AL FONPET";"036219";"TRANSFERENCIAS AL FONPET";"037219";"TRANSFERENCIAS AL FONPET";"037803";"TRANSFERENCIAS CORRIENTES"
"032320";"TRANSFERENCIAS POR SENTENCIAS Y CONCILIACIONES";"033420";"TRANSFERENCIAS POR SENTENCIAS Y CONCILIACIONES";"035220";"TRANSFERENCIAS POR SENTENCIAS Y CONCILIACIONES";"036220";"TRANSFERENCIAS POR SENTENCIAS Y CONCILIACIONES";"037220";"TRANSFERENCIAS POR SENTENCIAS Y CONCILIACIONES";"037803";"TRANSFERENCIAS CORRIENTES"
"032321";"TRANSFERENCIAS FONDO DE COMPENSACION INTERMINISTERIAL";"033421";"TRANSFERENCIAS FONDO DE COMPENSACION INTERMINISTERIAL";"035221";"TRANSFERENCIAS FONDO DE COMPENSACION INTERMINISTERIAL";"036221";"TRANSFERENCIAS FONDO DE COMPENSACION INTERMINISTERIAL";"037221";"TRANSFERENCIAS FONDO DE COMPENSACION INTERMINISTERIAL";"037803";"TRANSFERENCIAS CORRIENTES"
"032323";"OTRAS TRANSFERENCIAS CORRIENTES";"033423";"OTRAS TRANSFERENCIAS CORRIENTES";"035223";"OTRAS TRANSFERENCIAS CORRIENTES";"036223";"OTRAS TRANSFERENCIAS CORRIENTES";"037223";"OTRAS TRANSFERENCIAS CORRIENTES";"037803";"TRANSFERENCIAS CORRIENTES"
"032324";"TRANSFERENCIAS PARA APOYO DE PROGRAMAS DE SALUD ";"033424";"TRANSFERENCIAS PARA APOYO DE PROGRAMAS DE SALUD ";"035224";"TRANSFERENCIAS PARA APOYO DE PROGRAMAS DE SALUD ";"036224";"TRANSFERENCIAS PARA APOYO DE PROGRAMAS DE SALUD ";"037224";"TRANSFERENCIAS PARA APOYO DE PROGRAMAS DE SALUD ";"037803";"TRANSFERENCIAS CORRIENTES"
"032399";"VIGENCIAS EXPIRADAS TRANSFERENCIAS CORRIENTES";"033499";"VIGENCIAS EXPIRADAS TRANSFERENCIAS CORRIENTES";"035299";"VIGENCIAS EXPIRADAS TRANSFERENCIAS CORRIENTES";"036299";"VIGENCIAS EXPIRADAS TRANSFERENCIAS CORRIENTES";"037299";"VIGENCIAS EXPIRADAS TRANSFERENCIAS CORRIENTES";"037803";"TRANSFERENCIAS CORRIENTES"
"0324";"TRANSFERENCIAS DE CAPITAL APROBADAS (CR)";"0335";"TRANSFERENCIAS DE CAPITAL POR EJECUTAR (DB)";"0353";"TRANSFERENCIAS DE CAPITAL COMPROMETIDAS (DB)";"0363";"OBLIGACIONES EN TRANSFERENCIAS DE CAPITAL  (DB)";"0373";"PAGOS EN EFECTIVO POR TRANSFERENCIAS DE CAPITAL  (DB)";"0378";"EJECUCION DE GASTOS DE FUNCIONAMIENTO SIN FLUJO DE EFECTIVO (DB)"
"032401";"ENTIDADES DEL GOBIERNO GENERAL NACIONAL";"033501";"ENTIDADES DEL GOBIERNO GENERAL NACIONAL";"035301";"ENTIDADES DEL GOBIERNO GENERAL NACIONAL";"036301";"ENTIDADES DEL GOBIERNO GENERAL NACIONAL";"037301";"ENTIDADES DEL GOBIERNO GENERAL NACIONAL";"037804";"TRANSFERENCIAS DE CAPITAL"
"032402";"ENTIDADES DEL GOBIERNO GENERAL DEPARTAMENTAL";"033502";"ENTIDADES DEL GOBIERNO GENERAL DEPARTAMENTAL";"035302";"ENTIDADES DEL GOBIERNO GENERAL DEPARTAMENTAL";"036302";"ENTIDADES DEL GOBIERNO GENERAL DEPARTAMENTAL";"037302";"ENTIDADES DEL GOBIERNO GENERAL DEPARTAMENTAL";"037804";"TRANSFERENCIAS DE CAPITAL"
"032403";"ENTIDADES DEL GOBIERNO GENERAL DISTRITAL";"033503";"ENTIDADES DEL GOBIERNO GENERAL DISTRITAL";"035303";"ENTIDADES DEL GOBIERNO GENERAL DISTRITAL";"036303";"ENTIDADES DEL GOBIERNO GENERAL DISTRITAL";"037303";"ENTIDADES DEL GOBIERNO GENERAL DISTRITAL";"037804";"TRANSFERENCIAS DE CAPITAL"
"032404";"ENTIDADES DEL GOBIERNO GENERAL MUNICIPAL";"033504";"ENTIDADES DEL GOBIERNO GENERAL MUNICIPAL";"035304";"ENTIDADES DEL GOBIERNO GENERAL MUNICIPAL";"036304";"ENTIDADES DEL GOBIERNO GENERAL MUNICIPAL";"037304";"ENTIDADES DEL GOBIERNO GENERAL MUNICIPAL";"037804";"TRANSFERENCIAS DE CAPITAL"
"032405";"A EMPRESAS PUBLICAS FINANCIERAS";"033505";"A EMPRESAS PUBLICAS FINANCIERAS";"035305";"A EMPRESAS PUBLICAS FINANCIERAS";"036305";"A EMPRESAS PUBLICAS FINANCIERAS";"037305";"A EMPRESAS PUBLICAS FINANCIERAS";"037804";"TRANSFERENCIAS DE CAPITAL"
"032406";"A EMPRESAS PUBLICAS NO FINANCIERAS";"033506";"A EMPRESAS PUBLICAS NO FINANCIERAS";"035306";"A EMPRESAS PUBLICAS NO FINANCIERAS";"036306";"A EMPRESAS PUBLICAS NO FINANCIERAS";"037306";"A EMPRESAS PUBLICAS NO FINANCIERAS";"037804";"TRANSFERENCIAS DE CAPITAL"
"032407";"OTRAS TRANSFERENCIAS DE CAPITAL";"033507";"OTRAS TRANSFERENCIAS DE CAPITAL";"035307";"OTRAS TRANSFERENCIAS DE CAPITAL";"036307";"OTRAS TRANSFERENCIAS DE CAPITAL";"037307";"OTRAS TRANSFERENCIAS DE CAPITAL";"037804";"TRANSFERENCIAS DE CAPITAL"
"032408";"ORGANISMOS INTERNACIONALES ";"033508";"ORGANISMOS INTERNACIONALES ";"035308";"ORGANISMOS INTERNACIONALES ";"036308";"ORGANISMOS INTERNACIONALES ";"037308";"ORGANISMOS INTERNACIONALES ";"037804";"TRANSFERENCIAS DE CAPITAL"
"032499";"VIGENCIAS EXPIRADAS TRANSFERENCIAS DE CAPITAL";"033599";"VIGENCIAS EXPIRADAS TRANSFERENCIAS DE CAPITAL";"035399";"VIGENCIAS EXPIRADAS TRANSFERENCIAS DE CAPITAL";"036399";"VIGENCIAS EXPIRADAS TRANSFERENCIAS DE CAPITAL";"037399";"VIGENCIAS EXPIRADAS TRANSFERENCIAS DE CAPITAL";"037804";"TRANSFERENCIAS DE CAPITAL"
"0325";"GASTOS DE COMERCIALIZACION Y PRODUCCION APROBADOS (CR)";"0336";"GASTOS DE COMERCIALIZACION Y PRODUCCION POR EJECUTAR (DB)";"0354";"GASTOS DE COMERCIALIZACION Y PRODUCCION COMPROMETIDOS (DB)";"0364";"OBLIGACIONES EN GASTOS DE COMERCIALIZACION Y PRODUCCION (DB)";"0374";"PAGOS EN EFECTIVO POR GASTOS DE COMERCIALIZACION Y PRODUCCION (DB)";"0378";"EJECUCION DE GASTOS DE FUNCIONAMIENTO SIN FLUJO DE EFECTIVO (DB)"
"032501";"COMERCIAL - COMPRA DE BIENES Y SERVICIOS";"033601";"COMERCIAL - COMPRA DE BIENES Y SERVICIOS";"035401";"COMERCIAL - COMPRA DE BIENES Y SERVICIOS";"036401";"COMERCIAL - COMPRA DE BIENES Y SERVICIOS";"037401";"COMERCIAL - COMPRA DE BIENES Y SERVICIOS";"037805";"GASTOS DE COMERCIALIZACION Y PRODUCCION"
"032502";"COMERCIAL - OTROS GASTOS";"033602";"COMERCIAL - OTROS GASTOS";"035402";"COMERCIAL - OTROS GASTOS";"036402";"COMERCIAL - OTROS GASTOS";"037402";"COMERCIAL - OTROS GASTOS";"037805";"GASTOS DE COMERCIALIZACION Y PRODUCCION"
"032503";"INDUSTRIAL - COMPRA DE BIENES Y SERVICIOS";"033603";"INDUSTRIAL - COMPRA DE BIENES Y SERVICIOS";"035403";"INDUSTRIAL - COMPRA DE BIENES Y SERVICIOS";"036403";"INDUSTRIAL - COMPRA DE BIENES Y SERVICIOS";"037403";"INDUSTRIAL - COMPRA DE BIENES Y SERVICIOS";"037805";"GASTOS DE COMERCIALIZACION Y PRODUCCION"
"032504";"INDUSTRIAL - OTROS GASTOS";"033604";"INDUSTRIAL - OTROS GASTOS";"035404";"INDUSTRIAL - OTROS GASTOS";"036404";"INDUSTRIAL - OTROS GASTOS";"037404";"INDUSTRIAL - OTROS GASTOS";"037805";"GASTOS DE COMERCIALIZACION Y PRODUCCION"
"032505";"AGRICOLA - COMPRA DE BIENES Y SERVICIOS";"033605";"AGRICOLA - COMPRA DE BIENES Y SERVICIOS";"035405";"AGRICOLA - COMPRA DE BIENES Y SERVICIOS";"036405";"AGRICOLA - COMPRA DE BIENES Y SERVICIOS";"037405";"AGRICOLA - COMPRA DE BIENES Y SERVICIOS";"037805";"GASTOS DE COMERCIALIZACION Y PRODUCCION"
"032506";"AGRICOLA - OTROS GASTOS";"033606";"AGRICOLA - OTROS GASTOS";"035406";"AGRICOLA - OTROS GASTOS";"036406";"AGRICOLA - OTROS GASTOS";"037406";"AGRICOLA - OTROS GASTOS";"037805";"GASTOS DE COMERCIALIZACION Y PRODUCCION"
"0326";"OTROS GASTOS DE FUNCIONAMIENTO APROBADOS (CR)";"0337";"OTROS GASTOS DE FUNCIONAMIENTO POR EJECUTAR (DB)";"0355";"OTROS GASTOS DE FUNCIONAMIENTO COMPROMETIDOS (DB)";"0365";"OBLIGACIONES EN OTROS GASTOS DE FUNCIONAMIENTO (DB)";"0375";"PAGOS EN EFECTIVO POR OTROS GASTOS DE FUNCIONAMIENTO (DB)";"0378";"EJECUCION DE GASTOS DE FUNCIONAMIENTO SIN FLUJO DE EFECTIVO (DB)"
"032603";"SENTENCIAS Y CONCILIACIONES";"033703";"SENTENCIAS Y CONCILIACIONES";"035503";"SENTENCIAS Y CONCILIACIONES";"036503";"SENTENCIAS Y CONCILIACIONES";"037503";"SENTENCIAS Y CONCILIACIONES";"037806";"OTROS GASTOS DE FUNCIONAMIENTO"
"032604";"PAGO DEFICIT";"033704";"PAGO DEFICIT";"035504";"PAGO DEFICIT";"036504";"PAGO DEFICIT";"037504";"PAGO DEFICIT";"037806";"OTROS GASTOS DE FUNCIONAMIENTO"
"032605";"RESERVAS PRESUPUESTALES";"033705";"RESERVAS  PRESUPUESTALES";"035505";"RESERVAS PRESUPUESTALES";"036505";"RESERVAS PRESUPUESTALES";"037505";"RESERVAS PRESUPUESTALES";"037806";"OTROS GASTOS DE FUNCIONAMIENTO"
"032606";"PASIVOS EXIGIBLES";"033706";"PASIVOS EXIGIBLES";"035506";"PASIVOS EXIGIBLES";"036506";"PASIVOS EXIGIBLES";"037506";"PASIVOS EXIGIBLES";"037806";"OTROS GASTOS DE FUNCIONAMIENTO"
"0399";"DISPONIBILIDAD FINAL";"";"";"";"";"";"";"";"";"";""
"039901";"DISPONIBILIDAD FINAL (DB)";"";"";"";"";"";"";"";"";"";""
"039902";"DISPONIBILIDAD FINAL (CR)";"";"";"";"";"";"";"";"";"";""
"04";"PRESUPUESTO DEL SERVICIO DE LA DEUDA PUBLICA";"";"";"";"";"";"";"";"";"";""
"0425";"DEUDA PUBLICA INTERNA APROBADA (CR)";"0432";"DEUDA PUBLICA INTERNA POR EJECUTAR (DB)";"0436";"DEUDA PUBLICA INTERNA COMPROMETIDA (DB)";"0440";"OBLIGACIONES POR DEUDA PUBLICA INTERNA (DB)";"0444";"PAGO EN EFECTIVO POR DEUDA PUBLICA INTERNA (DB)";"0450";"EJECUCION SERVICIO DE LA DEUDA PUBLICA SIN FLUJO DE EFECTIVO (DB)"
"042501";"AMORTIZACION DEUDA PUBLICA - BONOS Y TITULOS EMITIDOS";"043201";"AMORTIZACION DEUDA PUBLICA - BONOS Y TITULOS EMITIDOS";"043601";"AMORTIZACION DEUDA PUBLICA - BONOS Y TITULOS EMITIDOS";"044001";"AMORTIZACION DEUDA PUBLICA - BONOS Y TITULOS EMITIDOS";"044401";"AMORTIZACION DEUDA PUBLICA - BONOS Y TITULOS EMITIDOS";"045001";"DEUDA PUBLICA INTERNA"
"042502";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"043202";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"043602";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"044002";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"044402";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"045001";"DEUDA PUBLICA INTERNA"
"042503";"AMORTIZACION DEUDA PUBLICA - CON ENTIDADES FINANCIERAS DE DESARROLLO";"043203";"AMORTIZACION DEUDA PUBLICA - CON ENTIDADES FINANCIERAS DE DESARROLLO";"043603";"AMORTIZACION DEUDA PUBLICA - CON ENTIDADES FINANCIERAS DE DESARROLLO";"044003";"AMORTIZACION DEUDA PUBLICA - CON ENTIDADES FINANCIERAS DE DESARROLLO";"044403";"AMORTIZACION DEUDA PUBLICA - CON ENTIDADES FINANCIERAS DE DESARROLLO";"045001";"DEUDA PUBLICA INTERNA"
"042504";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"043204";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"043604";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"044004";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"044404";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"045001";"DEUDA PUBLICA INTERNA"
"042505";"INTERESES, COMISIONES, Y GASTOS - BONOS Y TITULOS EMITIDOS";"043205";"INTERESES, COMISIONES, Y GASTOS - BONOS Y TITULOS EMITIDOS";"043605";"INTERESES, COMISIONES, Y GASTOS - BONOS Y TITULOS EMITIDOS";"044005";"INTERESES, COMISIONES, Y GASTOS - BONOS Y TITULOS EMITIDOS";"044405";"INTERESES, COMISIONES, Y GASTOS - BONOS Y TITULOS EMITIDOS";"045001";"DEUDA PUBLICA INTERNA"
"042506";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"043206";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"043606";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"044006";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"044406";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"045001";"DEUDA PUBLICA INTERNA"
"042507";"INTERESES, COMISIONES, Y GASTOS - ENTIDADES FINANCIERAS DE DESARROLLO";"043207";"INTERESES, COMISIONES, Y GASTOS - ENTIDADES FINANCIERAS DE DESARROLLO";"043607";"INTERESES, COMISIONES, Y GASTOS - ENTIDADES FINANCIERAS DE DESARROLLO";"044007";"INTERESES, COMISIONES, Y GASTOS - ENTIDADES FINANCIERAS DE DESARROLLO";"044407";"INTERESES, COMISIONES, Y GASTOS - ENTIDADES FINANCIERAS DE DESARROLLO";"045001";"DEUDA PUBLICA INTERNA"
"042508";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"043208";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"043608";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"044008";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"044408";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"045001";"DEUDA PUBLICA INTERNA"
"042509";"APORTES AL FONDO DE CONTINGENCIAS CONTRACTUALES";"043209";"APORTES AL FONDO DE CONTINGENCIAS CONTRACTUALES";"043609";"APORTES AL FONDO DE CONTINGENCIAS CONTRACTUALES";"044009";"APORTES AL FONDO DE CONTINGENCIAS CONTRACTUALES";"044409";"APORTES AL FONDO DE CONTINGENCIAS CONTRACTUALES";"045001";"DEUDA PUBLICA INTERNA"
"042510";"AMORTIZACION DEUDA PUBLICA – ENTIDADES PUBLICAS";"043210";"AMORTIZACION DEUDA PUBLICA – ENTIDADES PUBLICAS";"043610";"AMORTIZACION DEUDA PUBLICA – ENTIDADES PUBLICAS";"044010";"AMORTIZACION DEUDA PUBLICA – ENTIDADES PUBLICAS";"044410";"AMORTIZACION DEUDA PUBLICA – ENTIDADES PUBLICAS";"045001";"DEUDA PUBLICA INTERNA"
"042511";"INTERESES, COMISIONES Y GASTOS – ENTIDADES PUBLICAS";"043211";"INTERESES, COMISIONES Y GASTOS – ENTIDADES PUBLICAS";"043611";"INTERESES, COMISIONES Y GASTOS – ENTIDADES PUBLICAS";"044011";"INTERESES, COMISIONES Y GASTOS – ENTIDADES PUBLICAS";"044411";"INTERESES, COMISIONES Y GASTOS – ENTIDADES PUBLICAS";"045001";"DEUDA PUBLICA INTERNA"
"042512";"RESERVAS PRESUPUESTALES";"043212";"RESERVAS PRESUPUESTALES";"043612";"RESERVAS PRESUPUESTALES";"044012";"RESERVAS PRESUPUESTALES";"044412";"RESERVAS PRESUPUESTALES";"045001";"DEUDA PUBLICA INTERNA"
"0430";"DEUDA PUBLICA EXTERNA APROBADA (CR)";"0434";"DEUDA PUBLICA EXTERNA POR EJECUTAR (DB)";"0438";"DEUDA PUBLICA EXTERNA COMPROMETIDA (DB)";"0442";"OBLIGACIONES POR DEUDA PUBLICA EXTERNA (DB)";"0446";"PAGO EN EFECTIVO POR DEUDA PUBLICA EXTERNA (DB)";"0450";"EJECUCION SERVICIO DE LA DEUDA PUBLICA SIN FLUJO DE EFECTIVO (DB)"
"043001";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"043401";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"043801";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"044201";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"044601";"AMORTIZACION DEUDA PUBLICA - BANCA COMERCIAL";"045002";"DEUDA PUBLICA EXTERNA"
"043002";"AMORTIZACION DEUDA PUBLICA - BANCA DE FOMENTO";"043402";"AMORTIZACION DEUDA PUBLICA - BANCA DE FOMENTO";"043802";"AMORTIZACION DEUDA PUBLICA - BANCA DE FOMENTO";"044202";"AMORTIZACION DEUDA PUBLICA - BANCA DE FOMENTO";"044602";"AMORTIZACION DEUDA PUBLICA - BANCA DE FOMENTO";"045002";"DEUDA PUBLICA EXTERNA"
"043003";"AMORTIZACION DEUDA PUBLICA - GOBIERNOS";"043403";"AMORTIZACION DEUDA PUBLICA - GOBIERNOS";"043803";"AMORTIZACION DEUDA PUBLICA - GOBIERNOS";"044203";"AMORTIZACION DEUDA PUBLICA - GOBIERNOS";"044603";"AMORTIZACION DEUDA PUBLICA - GOBIERNOS";"045002";"DEUDA PUBLICA EXTERNA"
"043004";"AMORTIZACION DEUDA PUBLICA - ORGANISMOS MULTILATERALES";"043404";"AMORTIZACION DEUDA PUBLICA - ORGANISMOS MULTILATERALES";"043804";"AMORTIZACION DEUDA PUBLICA - ORGANISMOS MULTILATERALES";"044204";"AMORTIZACION DEUDA PUBLICA - ORGANISMOS MULTILATERALES";"044604";"AMORTIZACION DEUDA PUBLICA - ORGANISMOS MULTILATERALES";"045002";"DEUDA PUBLICA EXTERNA"
"043005";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"043405";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"043805";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"044205";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"044605";"AMORTIZACION DEUDA PUBLICA - PROVEEDORES";"045002";"DEUDA PUBLICA EXTERNA"
"043006";"AMORTIZACION DEUDA PUBLICA - TITULOS VALORES";"043406";"AMORTIZACION DEUDA PUBLICA - TITULOS VALORES";"043806";"AMORTIZACION DEUDA PUBLICA - TITULOS VALORES";"044206";"AMORTIZACION DEUDA PUBLICA - TITULOS VALORES";"044606";"AMORTIZACION DEUDA PUBLICA - TITULOS VALORES";"045002";"DEUDA PUBLICA EXTERNA"
"043007";"AMORTIZACION DEUDA PUBLICA - CUENTA ESPECIAL DE DEUDA EXTERNA";"043407";"AMORTIZACION DEUDA PUBLICA - CUENTA ESPECIAL DE DEUDA EXTERNA";"043807";"AMORTIZACION DEUDA PUBLICA - CUENTA ESPECIAL DE DEUDA EXTERNA";"044207";"AMORTIZACION DEUDA PUBLICA - CUENTA ESPECIAL DE DEUDA EXTERNA";"044607";"AMORTIZACION DEUDA PUBLICA - CUENTA ESPECIAL DE DEUDA EXTERNA";"045002";"DEUDA PUBLICA EXTERNA"
"043008";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"043408";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"043808";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"044208";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"044608";"INTERESES, COMISIONES, Y GASTOS - BANCA COMERCIAL";"045002";"DEUDA PUBLICA EXTERNA"
"043009";"INTERESES, COMISIONES, Y GASTOS - BANCA DE FOMENTO";"043409";"INTERESES, COMISIONES, Y GASTOS - BANCA DE FOMENTO";"043809";"INTERESES, COMISIONES, Y GASTOS - BANCA DE FOMENTO";"044209";"INTERESES, COMISIONES, Y GASTOS - BANCA DE FOMENTO";"044609";"INTERESES, COMISIONES, Y GASTOS - BANCA DE FOMENTO";"045002";"DEUDA PUBLICA EXTERNA"
"043010";"INTERESES, COMISIONES, Y GASTOS - GOBIERNOS";"043410";"INTERESES, COMISIONES, Y GASTOS - GOBIERNOS";"043810";"INTERESES, COMISIONES, Y GASTOS - GOBIERNOS";"044210";"INTERESES, COMISIONES, Y GASTOS - GOBIERNOS";"044610";"INTERESES, COMISIONES, Y GASTOS - GOBIERNOS";"045002";"DEUDA PUBLICA EXTERNA"
"043011";"INTERESES, COMISIONES, Y GASTOS - ORGANISMOS MULTILATERALES";"043411";"INTERESES, COMISIONES, Y GASTOS - ORGANISMOS MULTILATERALES";"043811";"INTERESES, COMISIONES, Y GASTOS - ORGANISMOS MULTILATERALES";"044211";"INTERESES, COMISIONES, Y GASTOS - ORGANISMOS MULTILATERALES";"044611";"INTERESES, COMISIONES, Y GASTOS - ORGANISMOS MULTILATERALES";"045002";"DEUDA PUBLICA EXTERNA"
"043012";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"043412";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"043812";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"044212";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"044612";"INTERESES, COMISIONES, Y GASTOS - PROVEEDORES";"045002";"DEUDA PUBLICA EXTERNA"
"043013";"INTERESES, COMISIONES, Y GASTOS - TITULOS VALORES";"043413";"INTERESES, COMISIONES, Y GASTOS - TITULOS VALORES";"043813";"INTERESES, COMISIONES, Y GASTOS - TITULOS VALORES";"044213";"INTERESES, COMISIONES, Y GASTOS - TITULOS VALORES";"044613";"INTERESES, COMISIONES, Y GASTOS - TITULOS VALORES";"045002";"DEUDA PUBLICA EXTERNA"
